"schoolid","schoolname","calendaryear","firsttimebaryear","gradtotal","graddidnottake","graddidnottakepct","gradnoinfo","gradnoinfopct","graddidnottakenoinfopct","prioryrfirsttimetaker","totalfirsttimetakers","totalfirsttimepassers","reportpct","avgschoolpasspct","avgstatepasspct","avgpasspctdiff","ultimatebaryear","ultimatecohorttotal","ultimatedidnottake","ultimatenoinfo","ultimatetakers","ultimatepassers","ultimateschoolpasspct"
"00167100","Depaul University","2020","2019","213","29","0.13620000","11","0.05160000","0.18780000","19","192","133","","0.69270000","0.74430000","-0.05160000","2017","239","0","11","228","179","0.78510000"
"00169101","Chicago-Kent College of Law-IIT","2009","2008","","","","","","","","307","","0.87950000","0.96300000","0.90940000","0.05360000","","","","","","",""
"00169101","Chicago-Kent College of Law-IIT","2010","2009","","","","","","","","271","","0.99260000","0.95170000","0.90890000","0.04280000","","","","","","",""
"00169101","Chicago-Kent College of Law-IIT","2011","2010","","","","","","","","252","","0.95630000","0.93780000","0.89380000","0.04400000","","","","","","",""
"00169101","Chicago-Kent College of Law-IIT","2012","2011","","","","","","","","303","","0.94720000","0.97210000","0.89100000","0.08110000","","","","","","",""
"00169101","Chicago-Kent College of Law-IIT","2013","2012","","","","","","","","271","","0.92990000","0.94840000","0.87340000","0.07500000","","","","","","",""
"00169101","Chicago-Kent College of Law-IIT","2014","2013","","","","","","","","266","","0.96620000","0.93000000","0.87840000","0.05160000","","","","","","",""
"00169101","Chicago-Kent College of Law-IIT","2015","2014","","","","","","","","263","","0.96200000","0.88540000","0.85410000","0.03130000","","","","","","",""
"00169101","Chicago-Kent College of Law-IIT","2016","2015","","","","","","","","256","","0.92970000","0.84030000","0.80800000","0.03230000","","","","","","",""
"00169101","Chicago-Kent College of Law-IIT","2017","2016","241","40","","12","","","39","228","","","0.81580000","0.77440000","0.04140000","","","","","","",""
"00169101","Chicago-Kent College of Law-IIT","2018","2017","209","19","","25","","","41","206","","","0.76700000","0.79340000","-0.02640000","2015","282","2","23","257","235","0.91440000"
"00169101","Chicago-Kent College of Law-IIT","2019","2018","236","23","0.09750000","33","0.13980000","0.23730000","32","212","154","","0.72640000","0.76110000","-0.03470000","2016","241","0","13","228","211","0.92540000"
"00169101","Chicago-Kent College of Law-IIT","2020","2019","234","24","0.10260000","27","0.11540000","0.21790000","27","210","168","","0.80000000","0.74540000","0.05460000","2017","209","0","16","193","174","0.90160000"
"00169800","John Marshall Law School","2009","2008","","","","","","","","420","","0.90240000","0.87860000","0.90940000","-0.03080000","","","","","","",""
"00169800","John Marshall Law School","2010","2009","","","","","","","","398","","0.94470000","0.85110000","0.90890000","-0.05780000","","","","","","",""
"00169800","John Marshall Law School","2011","2010","","","","","","","","378","","0.93920000","0.88730000","0.89380000","-0.00650000","","","","","","",""
"00169800","John Marshall Law School","2012","2011","","","","","","","","398","","0.90450000","0.83330000","0.89100000","-0.05770000","","","","","","",""
"00169800","John Marshall Law School","2013","2012","","","","","","","","376","","0.98140000","0.83470000","0.87340000","-0.03870000","","","","","","",""
"00169800","John Marshall Law School","2014","2013","","","","","","","","429","","0.84850000","0.84890000","0.87840000","-0.02950000","","","","","","",""
"00169800","John Marshall Law School","2015","2014","","","","","","","","389","","0.92800000","0.84490000","0.85410000","-0.00920000","","","","","","",""
"00169800","John Marshall Law School","2016","2015","","","","","","","","335","","1.00300000","0.72320000","0.80800000","-0.08480000","","","","","","",""
"00169800","John Marshall Law School","2017","2016","298","21","","17","","","19","279","","","0.67020000","0.77260000","-0.10240000","","","","","","",""
"00169800","John Marshall Law School","2018","2017","352","88","","19","","","15","260","","","0.73070000","0.79530000","-0.06460000","2015","381","2","11","368","319","0.86680000"
"00169800","John Marshall Law School","2019","2018","255","56","0.21960000","7","0.02750000","0.24710000","72","264","163","","0.61740000","0.75940000","-0.14200000","2016","296","0","7","289","258","0.89270000"
"00169800","John Marshall Law School","2020","2019","221","52","0.23530000","4","0.01810000","0.25340000","53","218","129","","0.59170000","0.74350000","-0.15180000","2017","351","8","9","334","296","0.88620000"
"00171000","Loyola University-Chicago","2009","2008","","","","","","","","217","","0.89400000","0.94330000","0.90940000","0.03390000","","","","","","",""
"00171000","Loyola University-Chicago","2010","2009","","","","","","","","295","","0.88140000","0.93080000","0.90880000","0.02200000","","","","","","",""
"00171000","Loyola University-Chicago","2011","2010","","","","","","","","241","","0.98760000","0.88660000","0.89410000","-0.00750000","","","","","","",""
"00171000","Loyola University-Chicago","2012","2011","","","","","","","","212","","1.00000000","0.89150000","0.88960000","0.00190000","","","","","","",""
"00171000","Loyola University-Chicago","2013","2012","","","","","","","","227","","0.96480000","0.91330000","0.87140000","0.04190000","","","","","","",""
"00171000","Loyola University-Chicago","2014","2013","","","","","","","","259","","0.94590000","0.88570000","0.87840000","0.00730000","","","","","","",""
"00171000","Loyola University-Chicago","2015","2014","","","","","","","","242","","0.95040000","0.83480000","0.85410000","-0.01930000","","","","","","",""
"00171000","Loyola University-Chicago","2016","2015","","","","","","","","246","","0.92680000","0.79390000","0.80800000","-0.01410000","","","","","","",""
"00171000","Loyola University-Chicago","2017","2016","209","44","","0","","","11","176","","","0.78410000","0.77830000","0.00580000","","","","","","",""
"00171000","Loyola University-Chicago","2018","2017","222","30","","4","","","12","200","","","0.78500000","0.79820000","-0.01320000","2015","262","40","0","222","178","0.80180000"
"00171000","Loyola University-Chicago","2019","2018","193","4","0.02070000","20","0.10360000","0.12440000","6","175","139","","0.79430000","0.75460000","0.03970000","2016","209","5","28","176","161","0.91480000"
"00171000","Loyola University-Chicago","2020","2019","198","6","0.03030000","8","0.04040000","0.07070000","0","184","157","","0.85320000","0.74100000","0.11220000","2017","222","5","13","204","180","0.88240000"
"00173700","Northern Illinois University","2009","2008","","","","","","","","106","","0.96230000","0.96080000","0.90940000","0.05140000","","","","","","",""
"00173700","Northern Illinois University","2010","2009","","","","","","","","85","","0.87060000","0.79730000","0.90890000","-0.11160000","","","","","","",""
"00173700","Northern Illinois University","2011","2010","","","","","","","","81","","1.11110000","0.82220000","0.89380000","-0.07160000","","","","","","",""
"00173700","Northern Illinois University","2012","2011","","","","","","","","100","","0.90000000","0.86670000","0.89100000","-0.02430000","","","","","","",""
"00173700","Northern Illinois University","2013","2012","","","","","","","","90","","0.87780000","0.87340000","0.87340000","0.00000000","","","","","","",""
"00173700","Northern Illinois University","2014","2013","","","","","","","","110","","0.93640000","0.87380000","0.87840000","-0.00460000","","","","","","",""
"00173700","Northern Illinois University","2015","2014","","","","","","","","95","","0.90530000","0.84880000","0.85410000","-0.00530000","","","","","","",""
"00173700","Northern Illinois University","2016","2015","","","","","","","","101","","0.90100000","0.73630000","0.80800000","-0.07170000","","","","","","",""
"00173700","Northern Illinois University","2017","2016","83","17","","0","","","17","83","","","0.79520000","0.77640000","0.01880000","","","","","","",""
"00173700","Northern Illinois University","2018","2017","69","12","","1","","","15","71","","","0.76050000","0.79880000","-0.03830000","2015","101","4","0","97","86","0.88660000"
"00173700","Northern Illinois University","2019","2018","83","17","0.20480000","0","0.00000000","0.20480000","10","76","45","","0.59210000","0.75710000","-0.16500000","2016","83","3","0","80","69","0.86250000"
"00173700","Northern Illinois University","2020","2019","80","12","0.15000000","0","0.00000000","0.15000000","18","86","68","","0.79070000","0.74430000","0.04640000","2017","69","2","0","67","58","0.86570000"
"00173900","Northwestern University","2009","2008","","","","","","","","197","","0.87820000","0.95960000","0.90340000","0.05620000","","","","","","",""
"00173900","Northwestern University","2010","2009","","","","","","","","258","","0.78290000","0.90600000","0.89190000","0.01410000","","","","","","",""
"00173900","Northwestern University","2011","2010","","","","","","","","279","","0.72040000","0.88070000","0.86860000","0.01210000","","","","","","",""
"00173900","Northwestern University","2012","2011","","","","","","","","271","","0.80810000","0.92700000","0.85290000","0.07410000","","","","","","",""
"00173900","Northwestern University","2013","2012","","","","","","","","282","","0.81560000","0.90430000","0.82990000","0.07440000","","","","","","",""
"00173900","Northwestern University","2014","2013","","","","","","","","297","","0.85190000","0.91300000","0.83970000","0.07330000","","","","","","",""
"00173900","Northwestern University","2015","2014","","","","","","","","298","","0.75170000","0.87050000","0.80600000","0.06450000","","","","","","",""
"00173900","Northwestern University","2016","2015","","","","","","","","292","","0.84250000","0.85770000","0.76410000","0.09360000","","","","","","",""
"00173900","Northwestern University","2017","2016","249","8","","5","","","3","239","","","0.82850000","0.76190000","0.06660000","","","","","","",""
"00173900","Northwestern University","2018","2017","249","13","","5","","","4","235","","","0.90640000","0.78300000","0.12340000","2015","288","5","7","276","262","0.94930000"
"00173900","Northwestern University","2019","2018","229","6","0.02620000","11","0.04800000","0.07420000","12","224","206","","0.91970000","0.75140000","0.16830000","2016","249","7","3","239","225","0.94140000"
"00173900","Northwestern University","2020","2019","240","23","0.09580000","1","0.00420000","0.10000000","8","224","206","","0.91970000","0.76050000","0.15920000","2017","249","8","3","238","229","0.96220000"
"00175800","Southern Illinois University-Carbondale","2009","2008","","","","","","","","103","","0.84470000","0.95400000","0.91110000","0.04290000","","","","","","",""
"00175800","Southern Illinois University-Carbondale","2010","2009","","","","","","","","114","","0.76320000","0.90800000","0.91030000","-0.00230000","","","","","","",""
