"schoolid","schoolname","calendaryear","totaljd","hispanicjd","amindianjd","asianjd","blackjd","nathawjd","twoormorejd","minorityjd","whitejd","nonresalienjd","unknownjd","menjd","hispanicmenjd","amindianmenjd","asianmenjd","blackmenjd","nathawmenjd","twoormoremenjd","minoritymenjd","whitemenjd","nonresalienmenjd","unknownmenjd","womenjd","hispanicwomenjd","amindianwomenjd","asianwomenjd","blackwomenjd","nathawwomenjd","twoormorewomenjd","minoritywomenjd","whitewomenjd","nonresalienwomenjd","unknownwomenjd","otherjd","hispanicotherjd","amindianotherjd","asianotherjd","blackotherjd","nathawotherjd","twoormoreotherjd","minorityotherjd","whiteotherjd","nonresalienotherjd","unknownotherjd","totalftjd","fthispanicjd","ftamindjd","ftasianjd","ftblackjd","ftnathawjd","fttwoormorejd","ftminorityjd","ftwhitejd","ftnonresalienjd","ftunknownjd","totalptjd","pthispanicjd","ptamindjd","ptasianjd","ptblackjd","ptnathawjd","pttwoormorejd","ptminorityjd","ptwhitejd","ptnonresalienjd","ptunknownjd","totaljd1","hispanicjd1","amindianjd1","asianjd1","blackjd1","nathawjd1","twoormorejd1","minorityjd1","whitejd1","nonresalienjd1","unknownjd1","amindianmenjd1","amindianotherjd1","amindianwomenjd1","asianmenjd1","asianotherjd1","asianwomenjd1","blackmenjd1","blackotherjd1","blackwomenjd1","hispanicmenjd1","hispanicotherjd1","hispanicwomenjd1","minoritymenjd1","minorityotherjd1","minoritywomenjd1","nathawmenjd1","nathawotherjd1","nathawwomenjd1","nonresalienmenjd1","nonresalienotherjd1","nonresalienwomenjd1","twoormoremenjd1","twoormoreotherjd1","twoormorewomenjd1","unknownmenjd1","unknownotherjd1","unknownwomenjd1","whitemenjd1","whiteotherjd1","whitewomenjd1","menjd1","otherjd1","womenjd1","totaljd2","amindianjd2","amindianmenjd2","amindianotherjd2","amindianwomenjd2","asianjd2","asianmenjd2","asianotherjd2","asianwomenjd2","blackjd2","blackmenjd2","blackotherjd2","blackwomenjd2","hispanicjd2","hispanicmenjd2","hispanicotherjd2","hispanicwomenjd2","minorityjd2","minoritymenjd2","minorityotherjd2","minoritywomenjd2","nathawjd2","nathawmenjd2","nathawotherjd2","nathawwomenjd2","nonresalienjd2","nonresalienmenjd2","nonresalienotherjd2","nonresalienwomenjd2","twoormorejd2","twoormoremenjd2","twoormoreotherjd2","twoormorewomenjd2","unknownjd2","unknownmenjd2","unknownotherjd2","unknownwomenjd2","whitejd2","whitemenjd2","whiteotherjd2","whitewomenjd2","menjd2","otherjd2","womenjd2","totaljd3","amindianjd3","amindianmenjd3","amindianotherjd3","amindianwomenjd3","asianjd3","asianmenjd3","asianotherjd3","asianwomenjd3","blackjd3","blackmenjd3","blackotherjd3","blackwomenjd3","hispanicjd3","hispanicmenjd3","hispanicotherjd3","hispanicwomenjd3","minorityjd3","minoritymenjd3","minorityotherjd3","minoritywomenjd3","nathawjd3","nathawmenjd3","nathawotherjd3","nathawwomenjd3","nonresalienjd3","nonresalienmenjd3","nonresalienotherjd3","nonresalienwomenjd3","twoormorejd3","twoormoremenjd3","twoormoreotherjd3","twoormorewomenjd3","unknownjd3","unknownmenjd3","unknownotherjd3","unknownwomenjd3","whitejd3","whitemenjd3","whiteotherjd3","whitewomenjd3","menjd3","otherjd3","womenjd3","totaljd4","amindianjd4","amindianmenjd4","amindianotherjd4","amindianwomenjd4","asianjd4","asianmenjd4","asianotherjd4","asianwomenjd4","blackjd4","blackmenjd4","blackotherjd4","blackwomenjd4","hispanicjd4","hispanicmenjd4","hispanicotherjd4","hispanicwomenjd4","minorityjd4","minoritymenjd4","minorityotherjd4","minoritywomenjd4","nathawjd4","nathawmenjd4","nathawotherjd4","nathawwomenjd4","nonresalienjd4","nonresalienmenjd4","nonresalienotherjd4","nonresalienwomenjd4","twoormorejd4","twoormoremenjd4","twoormoreotherjd4","twoormorewomenjd4","unknownjd4","unknownmenjd4","unknownotherjd4","unknownwomenjd4","whitejd4","whitemenjd4","whiteotherjd4","whitewomenjd4","menjd4","otherjd4","womenjd4"
"00300500","University of North Dakota","2015","224","7","8","5","6","0","3","29","157","26","12","118","3","4","3","5","0","3","18","86","9","5","106","4","4","2","1","0","0","11","71","17","7","0","0","0","0","0","0","0","0","0","0","0","224","7","8","5","6","0","3","29","157","26","12","0","0","0","0","0","0","0","0","0","0","0","85","3","2","3","3","0","1","12","57","15","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00300500","University of North Dakota","2016","234","7","4","5","8","0","2","26","163","35","10","114","3","1","3","5","0","2","14","82","15","3","120","4","3","2","3","0","0","12","81","20","7","0","0","0","0","0","0","0","0","0","0","0","234","7","4","5","8","0","2","26","163","35","10","0","0","0","0","0","0","0","0","0","0","0","89","3","1","1","4","0","0","9","60","18","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00300500","University of North Dakota","2017","245","6","3","4","11","0","1","25","159","28","33","136","5","1","1","6","0","0","13","96","13","14","109","1","2","3","5","0","1","12","63","15","19","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","71","4","0","0","1","0","0","5","58","5","3","0","0","0","0","0","0","1","0","0","4","0","0","5","0","0","0","0","0","5","0","0","0","0","0","1","0","2","36","0","22","47","0","24","89","1","0","0","1","1","0","0","1","5","3","0","2","0","0","0","0","7","3","0","4","0","0","0","0","18","7","0","11","0","0","0","0","18","6","0","12","46","28","0","18","44","0","45","85","2","1","0","1","3","1","0","2","5","2","0","3","2","1","0","1","13","5","0","8","0","0","0","0","5","1","0","4","1","0","0","1","12","7","0","5","55","32","0","23","45","0","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00300500","University of North Dakota","2018","238","11","2","1","12","0","1","27","159","29","23","126","8","0","0","6","0","1","15","85","15","11","112","3","2","1","6","0","0","12","74","14","12","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","62","3","1","0","0","0","0","4","48","8","2","0","0","1","0","0","0","0","0","0","2","0","1","2","0","2","0","0","0","5","0","3","0","0","0","2","0","0","26","0","22","35","0","27","73","0","0","0","0","0","0","0","0","7","3","0","4","4","4","0","0","12","8","0","4","0","0","0","0","3","3","0","0","1","1","0","0","3","3","0","0","55","30","0","25","44","0","29","103","1","0","0","1","1","0","0","1","5","3","0","2","4","2","0","2","11","5","0","6","0","0","0","0","18","7","0","11","0","0","0","0","18","6","0","12","56","29","0","27","47","0","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00300500","University of North Dakota","2019","206","9","4","0","4","0","2","19","155","21","11","109","6","2","0","1","0","0","9","84","11","5","97","3","2","0","3","0","2","10","71","10","6","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","84","4","4","0","0","0","0","8","64","10","2","2","0","2","0","0","0","0","0","0","2","0","2","4","0","4","0","0","0","5","0","5","0","0","0","1","0","1","34","0","30","44","0","40","54","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","3","1","0","2","0","0","0","0","6","3","0","3","2","0","0","2","5","3","0","2","40","19","0","21","26","0","28","68","0","0","0","0","0","0","0","0","4","1","0","3","4","3","0","1","8","4","0","4","0","0","0","0","5","3","0","2","0","0","0","0","4","1","0","3","51","31","0","20","39","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00302302","Capital University","2011","633","15","1","10","45","0","7","78","526","2","27","353","4","1","5","14","0","3","27","310","1","15","280","11","0","5","31","0","4","51","216","1","12","","","","","","","","","","","","456","14","1","3","27","0","5","50","388","1","17","177","1","0","7","18","0","2","28","138","1","10","208","11","1","2","13","0","4","31","170","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00302302","Capital University","2012","577","17","2","11","39","2","11","82","472","4","19","298","5","1","4","15","1","5","31","253","3","11","279","12","1","7","24","1","6","51","219","1","8","","","","","","","","","","","","401","15","1","6","22","2","8","54","338","4","5","176","2","1","5","17","0","3","28","134","0","14","185","8","1","3","18","2","6","38","137","4","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00302302","Capital University","2013","505","24","4","13","48","1","9","99","395","2","9","271","8","2","6","17","1","4","38","223","2","8","234","16","2","7","31","0","5","61","172","0","1","","","","","","","","","","","","326","16","1","7","23","1","5","53","266","2","5","179","8","3","6","25","0","4","46","129","0","4","163","9","0","6","26","0","3","44","116","0","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00302302","Capital University","2014","475","20","3","10","58","1","7","99","357","2","17","256","9","1","5","27","1","4","47","194","2","13","219","11","2","5","31","0","3","52","163","0","4","0","0","0","0","0","0","0","0","0","0","0","291","15","2","7","28","1","2","55","220","2","14","184","5","1","3","30","0","5","44","137","0","3","167","6","0","2","26","0","2","36","121","0","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00302302","Capital University","2015","410","15","1","8","54","0","9","87","308","1","14","227","7","0","5","23","0","3","38","177","1","11","183","8","1","3","31","0","6","49","131","0","3","0","0","0","0","0","0","0","0","0","0","0","255","9","0","7","27","0","7","50","194","1","10","155","6","1","1","27","0","2","37","114","0","4","129","7","0","2","15","0","5","29","94","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00302302","Capital University","2016","378","13","2","8","47","0","16","86","280","1","11","210","10","0","4","20","0","8","42","160","1","7","168","3","2","4","27","0","8","44","120","0","4","0","0","0","0","0","0","0","0","0","0","0","240","9","2","5","21","0","13","50","182","1","7","138","4","0","3","26","0","3","36","98","0","4","126","5","1","4","14","0","9","33","91","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00302302","Capital University","2017","391","17","3","6","32","0","20","78","302","1","10","203","9","1","3","15","0","9","37","159","0","7","188","8","2","3","17","0","11","41","143","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","164","8","1","3","15","0","10","37","123","1","3","1","0","0","2","0","1","6","0","9","2","0","6","16","0","21","0","0","0","0","0","1","5","0","5","1","0","2","62","0","61","79","0","85","94","1","0","0","1","1","0","0","1","7","5","0","2","4","4","0","0","19","12","0","7","0","0","0","0","0","0","0","0","6","3","0","3","0","0","0","0","75","44","0","31","56","0","38","133","1","0","0","1","2","1","0","1","10","4","0","6","5","3","0","2","22","9","0","13","0","0","0","0","0","0","0","0","4","1","0","3","7","6","0","1","104","53","0","51","68","0","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00302302","Capital University","2018","409","18","3","9","32","0","17","79","322","3","5","202","13","2","3","18","0","5","41","159","0","2","207","5","1","6","14","0","12","38","163","3","3","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","161","9","1","5","12","0","7","34","122","2","3","1","0","0","1","0","4","7","0","5","6","0","3","18","0","16","0","0","0","0","0","2","3","0","4","0","0","3","57","0","65","75","0","86","121","1","1","0","0","3","2","0","1","6","2","0","4","3","1","0","2","18","6","0","12","0","0","0","0","1","0","0","1","5","0","0","5","1","1","0","0","101","50","0","51","57","0","64","96","1","0","0","1","1","0","0","1","7","5","0","2","4","4","0","0","18","11","0","7","0","0","0","0","0","0","0","0","5","2","0","3","1","1","0","0","77","44","0","33","56","0","40","31","0","0","0","0","0","0","0","0","7","4","0","3","2","2","0","0","9","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","8","0","14","14","0","17"
"00302302","Capital University","2019","432","15","2","8","28","0","28","81","339","4","8","210","7","1","2","15","0","12","37","169","1","3","222","8","1","6","13","0","16","44","170","3","5","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","175","5","0","2","11","0","15","33","136","1","5","0","0","0","0","0","2","6","0","5","2","0","3","16","0","17","0","0","0","1","0","0","8","0","7","2","0","3","69","0","67","88","0","87","131","0","0","0","0","3","0","0","3","10","6","0","4","8","4","0","4","27","13","0","14","0","0","0","0","2","0","0","2","6","3","0","3","2","0","0","2","100","48","0","52","61","0","70","103","2","1","0","1","2","2","0","0","6","2","0","4","1","0","0","1","16","5","0","11","0","0","0","0","1","0","0","1","5","0","0","5","1","1","0","0","85","42","0","43","48","0","55","23","0","0","0","0","1","0","0","1","1","1","0","0","1","1","0","0","5","3","0","2","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","18","10","0","8","13","0","10"
"00302400","Case Western Reserve University","2011","605","17","4","57","30","0","2","110","447","48","0","343","8","3","24","11","0","0","46","275","22","0","262","9","1","33","19","0","2","64","172","26","0","","","","","","","","","","","","600","16","4","57","30","0","2","109","444","47","0","5","1","0","0","0","0","0","1","3","1","0","195","10","3","21","16","0","0","50","126","19","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00302400","Case Western Reserve University","2012","573","22","4","46","32","1","1","106","391","60","16","306","10","3","16","10","0","1","40","228","26","12","267","12","1","30","22","1","0","66","163","34","4","","","","","","","","","","","","567","21","4","45","32","1","1","104","387","60","16","6","1","0","1","0","0","0","2","4","0","0","161","6","0","13","9","1","0","29","104","19","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
