"schoolid","schoolname","calendaryear","totaljd","hispanicjd","amindianjd","asianjd","blackjd","nathawjd","twoormorejd","minorityjd","whitejd","nonresalienjd","unknownjd","menjd","hispanicmenjd","amindianmenjd","asianmenjd","blackmenjd","nathawmenjd","twoormoremenjd","minoritymenjd","whitemenjd","nonresalienmenjd","unknownmenjd","womenjd","hispanicwomenjd","amindianwomenjd","asianwomenjd","blackwomenjd","nathawwomenjd","twoormorewomenjd","minoritywomenjd","whitewomenjd","nonresalienwomenjd","unknownwomenjd","otherjd","hispanicotherjd","amindianotherjd","asianotherjd","blackotherjd","nathawotherjd","twoormoreotherjd","minorityotherjd","whiteotherjd","nonresalienotherjd","unknownotherjd","totalftjd","fthispanicjd","ftamindjd","ftasianjd","ftblackjd","ftnathawjd","fttwoormorejd","ftminorityjd","ftwhitejd","ftnonresalienjd","ftunknownjd","totalptjd","pthispanicjd","ptamindjd","ptasianjd","ptblackjd","ptnathawjd","pttwoormorejd","ptminorityjd","ptwhitejd","ptnonresalienjd","ptunknownjd","totaljd1","hispanicjd1","amindianjd1","asianjd1","blackjd1","nathawjd1","twoormorejd1","minorityjd1","whitejd1","nonresalienjd1","unknownjd1","amindianmenjd1","amindianotherjd1","amindianwomenjd1","asianmenjd1","asianotherjd1","asianwomenjd1","blackmenjd1","blackotherjd1","blackwomenjd1","hispanicmenjd1","hispanicotherjd1","hispanicwomenjd1","minoritymenjd1","minorityotherjd1","minoritywomenjd1","nathawmenjd1","nathawotherjd1","nathawwomenjd1","nonresalienmenjd1","nonresalienotherjd1","nonresalienwomenjd1","twoormoremenjd1","twoormoreotherjd1","twoormorewomenjd1","unknownmenjd1","unknownotherjd1","unknownwomenjd1","whitemenjd1","whiteotherjd1","whitewomenjd1","menjd1","otherjd1","womenjd1","totaljd2","amindianjd2","amindianmenjd2","amindianotherjd2","amindianwomenjd2","asianjd2","asianmenjd2","asianotherjd2","asianwomenjd2","blackjd2","blackmenjd2","blackotherjd2","blackwomenjd2","hispanicjd2","hispanicmenjd2","hispanicotherjd2","hispanicwomenjd2","minorityjd2","minoritymenjd2","minorityotherjd2","minoritywomenjd2","nathawjd2","nathawmenjd2","nathawotherjd2","nathawwomenjd2","nonresalienjd2","nonresalienmenjd2","nonresalienotherjd2","nonresalienwomenjd2","twoormorejd2","twoormoremenjd2","twoormoreotherjd2","twoormorewomenjd2","unknownjd2","unknownmenjd2","unknownotherjd2","unknownwomenjd2","whitejd2","whitemenjd2","whiteotherjd2","whitewomenjd2","menjd2","otherjd2","womenjd2","totaljd3","amindianjd3","amindianmenjd3","amindianotherjd3","amindianwomenjd3","asianjd3","asianmenjd3","asianotherjd3","asianwomenjd3","blackjd3","blackmenjd3","blackotherjd3","blackwomenjd3","hispanicjd3","hispanicmenjd3","hispanicotherjd3","hispanicwomenjd3","minorityjd3","minoritymenjd3","minorityotherjd3","minoritywomenjd3","nathawjd3","nathawmenjd3","nathawotherjd3","nathawwomenjd3","nonresalienjd3","nonresalienmenjd3","nonresalienotherjd3","nonresalienwomenjd3","twoormorejd3","twoormoremenjd3","twoormoreotherjd3","twoormorewomenjd3","unknownjd3","unknownmenjd3","unknownotherjd3","unknownwomenjd3","whitejd3","whitemenjd3","whiteotherjd3","whitewomenjd3","menjd3","otherjd3","womenjd3","totaljd4","amindianjd4","amindianmenjd4","amindianotherjd4","amindianwomenjd4","asianjd4","asianmenjd4","asianotherjd4","asianwomenjd4","blackjd4","blackmenjd4","blackotherjd4","blackwomenjd4","hispanicjd4","hispanicmenjd4","hispanicotherjd4","hispanicwomenjd4","minorityjd4","minoritymenjd4","minorityotherjd4","minoritywomenjd4","nathawjd4","nathawmenjd4","nathawotherjd4","nathawwomenjd4","nonresalienjd4","nonresalienmenjd4","nonresalienotherjd4","nonresalienwomenjd4","twoormorejd4","twoormoremenjd4","twoormoreotherjd4","twoormorewomenjd4","unknownjd4","unknownmenjd4","unknownotherjd4","unknownwomenjd4","whitejd4","whitemenjd4","whiteotherjd4","whitewomenjd4","menjd4","otherjd4","womenjd4"
"00292701","Elon University","2019","375","13","0","7","57","1","21","99","261","0","15","145","3","0","3","19","1","7","33","107","0","5","230","10","0","4","38","0","14","66","154","0","10","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","146","4","0","2","25","0","14","45","95","0","6","0","0","0","1","0","1","9","0","16","0","0","4","14","0","31","0","0","0","0","0","0","4","0","10","0","0","6","41","0","54","55","0","91","122","0","0","0","0","3","1","0","2","18","5","0","13","9","3","0","6","33","10","0","23","0","0","0","0","0","0","0","0","3","1","0","2","6","3","0","3","83","35","0","48","48","0","74","107","0","0","0","0","2","1","0","1","14","5","0","9","0","0","0","0","21","9","0","12","1","0","0","0","0","0","0","0","4","2","0","2","3","2","0","1","83","31","0","52","42","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00295000","North Carolina Central University","2011","532","12","5","9","271","0","0","297","227","2","6","220","4","2","5","91","0","0","102","115","1","2","312","8","3","4","180","0","0","195","112","1","4","","","","","","","","","","","","437","10","4","7","247","0","0","268","163","1","5","95","2","1","2","24","0","0","29","64","1","1","162","3","2","2","72","0","0","79","80","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00295000","North Carolina Central University","2012","583","20","9","11","285","0","0","325","250","4","4","233","6","5","5","79","0","0","95","136","1","1","350","14","4","6","206","0","0","230","114","3","3","","","","","","","","","","","","481","18","7","8","264","0","0","297","178","3","3","102","2","2","3","21","0","0","28","72","1","1","245","12","4","5","134","0","0","155","88","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00295000","North Carolina Central University","2013","611","29","18","11","301","0","0","359","243","2","7","241","5","7","6","84","0","0","102","133","1","5","370","24","11","5","217","0","0","257","110","1","2","","","","","","","","","","","","496","25","14","9","270","0","0","318","171","1","6","115","4","4","2","31","0","0","41","72","1","1","245","15","11","6","133","0","0","165","74","0","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00295000","North Carolina Central University","2014","595","31","16","11","314","0","0","372","214","0","9","237","6","7","5","93","0","0","111","122","0","4","358","25","9","6","221","0","0","261","92","0","5","0","0","0","0","0","0","0","0","0","0","0","495","28","13","10","288","0","0","339","147","0","9","100","3","3","1","26","0","0","33","67","0","0","197","9","5","5","115","0","0","134","57","0","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00295000","North Carolina Central University","2015","582","32","13","16","328","0","0","389","181","1","11","231","9","4","5","99","0","0","117","110","0","4","351","23","9","11","229","0","0","272","71","1","7","0","0","0","0","0","0","0","0","0","0","0","470","26","11","13","293","0","0","343","116","1","10","112","6","2","3","35","0","0","46","65","0","1","201","12","2","8","123","0","0","145","52","0","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00295000","North Carolina Central University","2016","519","33","11","11","302","0","0","357","155","0","7","197","11","2","4","86","0","0","103","91","0","3","322","22","9","7","216","0","0","254","64","0","4","0","0","0","0","0","0","0","0","0","0","0","423","28","9","10","267","0","0","314","103","0","6","96","5","2","1","35","0","0","43","52","0","1","183","13","5","2","106","0","0","126","56","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00295000","North Carolina Central University","2017","452","29","9","9","250","0","0","297","146","0","9","174","17","4","3","64","0","0","88","81","0","5","278","12","5","6","186","0","0","209","65","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","186","15","6","2","104","0","0","127","56","0","3","4","0","2","1","0","1","31","0","73","9","0","6","45","0","82","0","0","0","0","0","0","0","0","0","2","0","1","25","0","31","72","0","114","133","2","0","0","2","0","0","0","0","75","14","0","61","7","2","0","5","84","16","0","68","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","2","46","22","0","24","39","0","94","133","1","0","0","1","7","2","0","5","71","19","0","52","7","6","0","1","86","27","0","59","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","1","44","34","0","10","63","0","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00295000","North Carolina Central University","2018","371","24","9","3","197","0","0","233","131","0","7","123","10","5","1","45","0","0","61","57","0","5","248","14","4","2","152","0","0","172","74","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","105","5","1","1","55","0","0","62","40","0","3","1","0","0","0","0","1","11","0","44","1","0","4","13","0","49","0","0","0","0","0","0","0","0","0","3","0","0","16","0","24","32","0","73","118","5","4","0","1","2","1","0","1","62","18","0","44","10","6","0","4","79","29","0","50","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","37","13","0","24","43","0","75","125","3","0","0","3","0","0","0","0","69","15","0","54","7","3","0","4","79","18","0","61","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","44","21","0","23","40","0","85","23","0","0","0","0","0","0","0","0","11","1","0","10","2","0","0","2","13","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","7","0","3","8","0","15"
"00295000","North Carolina Central University","2019","364","26","13","7","197","0","0","243","117","0","4","117","11","8","3","43","0","0","65","49","0","3","247","15","5","4","154","0","0","178","68","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","146","10","6","4","80","0","0","100","46","0","0","3","0","3","2","0","2","15","0","65","4","0","6","24","0","76","0","0","0","0","0","0","0","0","0","0","0","0","25","0","21","49","0","97","86","1","1","0","0","2","0","0","2","48","9","0","39","4","1","0","3","55","11","0","44","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","29","9","0","20","22","0","64","118","5","4","0","1","1","1","0","0","64","17","0","47","11","6","0","5","81","28","0","53","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","35","13","0","22","42","0","76","14","1","0","0","1","0","0","0","0","5","2","0","3","1","0","0","1","7","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","0","5","4","0","10"
"00297400","University of North Carolina","2011","772","73","9","46","58","3","27","216","485","12","59","379","33","6","16","20","2","14","91","244","5","39","393","40","3","30","38","1","13","125","241","7","20","","","","","","","","","","","","772","73","9","46","58","3","27","216","485","12","59","0","0","0","0","0","0","0","0","0","0","0","248","22","3","17","20","0","6","68","160","3","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297400","University of North Carolina","2012","741","60","5","36","56","0","35","192","444","5","100","376","24","3","12","18","0","13","70","244","0","62","365","36","2","24","38","0","22","122","200","5","38","","","","","","","","","","","","741","60","5","36","56","0","35","192","444","5","100","0","0","0","0","0","0","0","0","0","0","0","238","24","0","11","16","0","6","57","169","5","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297400","University of North Carolina","2013","720","49","7","39","50","0","38","183","497","1","39","368","22","5","10","16","0","19","72","271","1","24","352","27","2","29","34","0","19","111","226","0","15","","","","","","","","","","","","720","49","7","39","50","0","38","183","497","1","39","0","0","0","0","0","0","0","0","0","0","0","239","14","1","15","15","0","13","58","170","1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297400","University of North Carolina","2014","667","52","5","36","45","0","25","163","481","1","22","333","25","4","11","11","0","12","63","259","0","11","334","27","1","25","34","0","13","100","222","1","11","0","0","0","0","0","0","0","0","0","0","0","667","52","5","36","45","0","25","163","481","1","22","0","0","0","0","0","0","0","0","0","0","0","201","13","0","8","16","0","6","43","149","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297400","University of North Carolina","2015","657","47","7","38","45","0","22","159","476","0","22","321","25","4","14","11","0","10","64","243","0","14","336","22","3","24","34","0","12","95","233","0","8","0","0","0","0","0","0","0","0","0","0","0","657","47","7","38","45","0","22","159","476","0","22","0","0","0","0","0","0","0","0","0","0","0","224","16","1","10","12","0","7","46","167","0","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297400","University of North Carolina","2016","634","38","5","27","46","0","33","149","446","4","35","325","19","2","12","15","0","14","62","244","0","19","309","19","3","15","31","0","19","87","202","4","16","0","0","0","0","0","0","0","0","0","0","0","634","38","5","27","46","0","33","149","446","4","35","0","0","0","0","0","0","0","0","0","0","0","214","12","0","7","15","0","14","48","147","4","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297400","University of North Carolina","2017","645","38","6","29","40","1","40","154","455","3","33","336","16","3","12","16","1","19","67","244","2","23","309","22","3","17","24","0","21","87","211","1","10","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","213","21","2","9","11","1","10","54","144","3","12","1","0","1","3","0","6","5","0","6","9","0","12","24","0","30","1","0","0","2","0","1","5","0","5","11","0","1","67","0","77","104","0","109","214","1","1","0","0","11","5","0","6","15","6","0","9","4","3","0","1","49","22","0","27","0","0","0","0","0","0","0","0","18","7","0","11","6","3","0","3","159","93","0","66","118","0","96","218","3","1","0","2","9","4","0","5","14","5","0","9","13","4","0","9","51","21","0","30","0","0","0","0","0","0","0","0","12","7","0","5","15","9","0","6","152","84","0","68","114","0","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297400","University of North Carolina","2018","621","52","2","32","33","1","36","156","427","9","29","313","21","1","13","16","1","14","66","224","4","19","308","31","1","19","17","0","22","90","203","5","10","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","209","20","0","10","12","0","10","52","142","9","6","0","0","0","3","0","7","6","0","6","5","0","15","16","0","36","0","0","0","4","0","5","2","0","8","5","0","1","73","0","69","98","0","111","203","1","0","0","1","11","5","0","6","7","5","0","2","19","9","0","10","57","29","0","28","1","1","0","0","0","0","0","0","18","9","0","9","17","11","0","6","129","60","0","69","100","0","103","209","1","1","0","0","11","5","0","6","14","5","0","9","13","7","0","6","47","21","0","26","0","0","0","0","0","0","0","0","8","3","0","5","6","3","0","3","156","91","0","65","115","0","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00297400","University of North Carolina","2019","600","52","3","37","24","1","43","160","409","2","29","289","21","0","15","16","1","14","67","206","1","15","311","31","3","22","8","0","29","93","203","1","14","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","186","12","3","10","7","0","9","41","135","2","8","0","0","3","5","0","5","6","0","1","7","0","5","20","0","21","0","0","0","1","0","1","2","0","7","3","0","5","71","0","64","95","0","91","214","0","0","0","0","17","6","0","11","11","5","0","6","22","6","0","16","66","20","0","46","0","0","0","0","0","0","0","0","16","3","0","13","2","0","0","2","146","79","0","67","99","0","115","200","0","0","0","0","10","4","0","6","6","5","0","1","18","8","0","10","53","27","0","26","1","0","0","0","0","0","0","0","18","9","0","9","19","12","0","7","128","56","0","72","95","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00297805","Wake Forest University","2011","506","30","8","14","46","1","6","105","347","1","53","293","14","5","5","20","1","4","49","207","1","36","213","16","3","9","26","0","2","56","140","0","17","","","","","","","","","","","","487","30","8","13","46","1","6","104","330","1","52","19","0","0","1","0","0","0","1","17","0","1","184","16","0","7","24","1","6","54","117","0","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297805","Wake Forest University","2012","476","26","6","14","51","1","4","102","340","2","32","278","15","2","4","21","1","2","45","211","2","20","198","11","4","10","30","0","2","57","129","0","12","","","","","","","","","","","","465","26","6","14","50","1","4","101","331","1","32","11","0","0","0","1","0","0","1","9","1","0","125","6","0","3","15","0","1","25","95","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297805","Wake Forest University","2013","506","41","4","13","63","1","8","130","358","2","16","283","21","1","4","26","1","3","56","217","1","9","223","20","3","9","37","0","5","74","141","1","7","","","","","","","","","","","","482","38","4","13","59","1","8","123","342","2","15","24","3","0","0","4","0","0","7","16","0","1","179","18","2","3","23","0","4","50","128","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297805","Wake Forest University","2014","501","31","4","6","51","0","12","104","383","10","4","265","17","2","2","23","0","3","47","211","5","2","236","14","2","4","28","0","9","57","172","5","2","0","0","0","0","0","0","0","0","0","0","0","486","30","4","6","50","0","12","102","371","9","4","15","1","0","0","1","0","0","2","12","1","0","178","7","1","3","15","0","7","33","142","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297805","Wake Forest University","2015","506","37","5","9","48","0","13","112","381","11","2","252","15","2","4","25","0","5","51","199","1","1","254","22","3","5","23","0","8","61","182","10","1","0","0","0","0","0","0","0","0","0","0","0","492","35","5","9","47","0","12","108","371","11","2","14","2","0","0","1","0","1","4","10","0","0","140","12","2","3","10","0","2","29","109","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297805","Wake Forest University","2016","490","33","3","7","43","0","12","98","375","17","0","250","15","2","4","23","0","5","49","199","2","0","240","18","1","3","20","0","7","49","176","15","0","0","0","0","0","0","0","0","0","0","0","0","467","32","3","7","39","0","12","93","357","17","0","23","1","0","0","4","0","0","5","18","0","0","161","14","0","0","18","0","2","34","126","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297805","Wake Forest University","2017","468","40","2","11","42","0","10","105","355","8","0","232","21","1","5","20","0","4","51","180","1","0","235","19","1","6","22","0","6","54","174","7","0","1","0","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","152","13","0","5","14","0","5","37","115","0","0","0","0","0","2","0","3","6","0","8","9","0","4","18","0","19","0","0","0","0","0","0","1","0","4","0","0","0","57","0","58","75","0","77","164","0","0","0","0","2","0","0","2","18","8","0","10","15","6","0","9","38","16","0","22","0","0","0","0","0","0","0","0","3","2","0","1","0","0","0","0","126","61","0","65","77","0","87","152","2","1","0","1","4","3","0","1","10","6","0","4","12","6","0","6","30","17","0","13","0","0","0","0","8","1","0","7","2","1","0","1","0","0","0","0","114","62","1","51","80","1","71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00297805","Wake Forest University","2018","496","40","1","4","42","0","11","98","388","10","0","239","19","1","1","18","0","3","42","194","3","0","256","21","0","3","24","0","8","56","193","7","0","1","0","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","180","15","1","1","10","0","4","31","146","3","0","1","0","0","0","0","1","4","0","6","6","0","9","12","0","19","0","0","0","0","0","3","1","0","3","0","0","0","77","0","69","89","0","91","152","0","0","0","0","3","1","0","2","14","6","0","8","10","7","0","3","31","14","0","17","0","0","0","0","5","3","0","2","4","0","0","4","0","0","0","0","116","55","0","61","72","0","80","164","0","0","0","0","0","0","0","0","18","8","0","10","15","6","0","9","36","16","0","20","0","0","0","0","2","0","0","2","3","2","0","1","0","0","0","0","126","62","1","63","78","1","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00297805","Wake Forest University","2019","535","44","2","10","42","0","15","113","407","15","0","250","20","1","5","15","0","5","46","197","7","0","284","24","1","5","27","0","9","66","210","8","0","1","0","0","0","0","0","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","217","19","1","7","20","0","7","54","156","7","0","0","0","1","4","0","3","5","0","15","7","0","12","20","1","33","0","0","0","4","0","3","4","1","2","0","0","0","72","0","84","96","1","120","171","1","1","0","0","1","0","0","1","8","4","0","4","15","6","0","9","29","12","0","17","0","0","0","0","4","1","0","3","4","1","0","3","0","0","0","0","138","71","0","67","84","0","87","147","0","0","0","0","2","1","0","1","14","6","0","8","10","7","0","3","30","14","0","16","0","0","0","0","4","2","0","2","4","0","0","4","0","0","0","0","113","54","0","59","70","0","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00300500","University of North Dakota","2011","251","0","8","3","6","0","3","20","165","7","59","127","0","2","1","1","0","1","5","87","4","31","124","0","6","2","5","0","2","15","78","3","28","","","","","","","","","","","","251","0","8","3","6","0","3","20","165","7","59","0","0","0","0","0","0","0","0","0","0","0","84","0","3","1","4","0","3","11","51","5","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00300500","University of North Dakota","2012","241","3","12","3","8","0","3","29","137","17","58","128","2","6","1","3","0","0","12","76","7","33","113","1","6","2","5","0","3","17","61","10","25","","","","","","","","","","","","241","3","12","3","8","0","3","29","137","17","58","0","0","0","0","0","0","0","0","0","0","0","83","3","6","2","1","0","1","13","43","10","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00300500","University of North Dakota","2013","241","6","18","3","9","0","4","40","131","25","45","135","3","9","2","3","0","1","18","77","9","31","106","3","9","1","6","0","3","22","54","16","14","","","","","","","","","","","","241","6","18","3","9","0","4","40","131","25","45","0","0","0","0","0","0","0","0","0","0","0","83","3","7","1","3","0","3","17","44","13","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00300500","University of North Dakota","2014","229","3","9","7","5","0","2","26","126","7","70","123","2","4","5","2","0","2","15","72","1","35","106","1","5","2","3","0","0","11","54","6","35","0","0","0","0","0","0","0","0","0","0","0","229","3","9","7","5","0","2","26","126","7","70","0","0","0","0","0","0","0","0","0","0","0","73","1","1","5","1","0","2","10","42","6","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
